Data,Label
66,Notstressed
87.5,Notstressed
86,Notstressed
108,Notstressed
103,Notstressed
99.67,Notstressed
97.43,Notstressed
95.75,Notstressed
94.56,Notstressed
93.6,Notstressed
92.82,Notstressed
92.17,Notstressed
91.54,Notstressed
90.93,Notstressed
90.4,Notstressed
89.94,Notstressed
89.53,Notstressed
89.17,Notstressed
88.89,Notstressed
88.65,Notstressed
88.48,Notstressed
88.36,Notstressed
88.3,Notstressed
88.25,Notstressed
88.2,Notstressed
88.15,Notstressed
88.15,Notstressed
88.14,Notstressed
88.14,Notstressed
88.13,Notstressed
88.13,Notstressed
88.12,Notstressed
88.12,Notstressed
88.15,Notstressed
88.14,Notstressed
88.14,Notstressed
88.11,Notstressed
88.08,Notstressed
88.08,Notstressed
88.07,Notstressed
88.07,Notstressed
88.07,Notstressed
88.05,Notstressed
88.02,Notstressed
87.98,Notstressed
87.91,Notstressed
87.85,Notstressed
87.79,Notstressed
87.71,Notstressed
87.64,Notstressed
87.57,Notstressed
87.48,Notstressed
87.4,Notstressed
87.31,Notstressed
87.25,Notstressed
87.2,Notstressed
87.14,Notstressed
87.1,Notstressed
87.05,Notstressed
87,Notstressed
87.3,Notstressed
86.88,Notstressed
86.9,Notstressed
85.4,Notstressed
85.42,Notstressed
85.43,Notstressed
85.45,Notstressed
85.48,Notstressed
85.5,Notstressed
85.53,Notstressed
85.57,Notstressed
85.62,Notstressed
85.7,Notstressed
85.8,Notstressed
85.92,Notstressed
86.03,Notstressed
86.17,Notstressed
86.3,Notstressed
86.42,Notstressed
86.52,Notstressed
86.6,Notstressed
86.65,Notstressed
86.67,Notstressed
86.68,Notstressed
86.68,Notstressed
86.68,Notstressed
86.63,Notstressed
86.58,Notstressed
86.52,Notstressed
86.45,Notstressed
86.37,Notstressed
86.28,Notstressed
86.2,Notstressed
86.1,Notstressed
86.02,Notstressed
85.95,Notstressed
85.92,Notstressed
85.92,Notstressed
85.9,Notstressed
85.87,Notstressed
85.85,Notstressed
85.85,Notstressed
85.87,Notstressed
85.9,Notstressed
85.93,Notstressed
85.97,Notstressed
86,Notstressed
86,Notstressed
86,Notstressed
85.98,Notstressed
85.95,Notstressed
85.93,Notstressed
85.93,Notstressed
85.95,Notstressed
85.97,Notstressed
85.98,Notstressed
86,Notstressed
85.98,Notstressed
85.97,Notstressed
85.93,Notstressed
85.88,Notstressed
85.85,Notstressed
85.82,Notstressed
85.8,Notstressed
85.78,Notstressed
85.77,Notstressed
85.73,Notstressed
85.67,Notstressed
85.58,Notstressed
85.45,Notstressed
85.32,Notstressed
85.2,Notstressed
85.05,Notstressed
84.88,Notstressed
84.72,Notstressed
84.57,Notstressed
84.42,Notstressed
84.28,Notstressed
84.12,Notstressed
83.98,Notstressed
83.9,Notstressed
83.85,Notstressed
83.8,Notstressed
83.72,Notstressed
83.63,Notstressed
83.57,Notstressed
83.6,Notstressed
83.65,Notstressed
83.72,Notstressed
83.8,Notstressed
83.95,Notstressed
84.08,Notstressed
84.15,Notstressed
84.17,Notstressed
84.17,Notstressed
84.15,Notstressed
84.08,Notstressed
83.98,Notstressed
83.87,Notstressed
83.78,Notstressed
83.68,Notstressed
83.58,Notstressed
83.5,Notstressed
83.4,Notstressed
83.3,Notstressed
83.2,Notstressed
83.1,Notstressed
83.03,Notstressed
82.98,Notstressed
82.95,Notstressed
82.92,Notstressed
82.87,Notstressed
82.8,Notstressed
82.72,Notstressed
82.58,Notstressed
82.45,Notstressed
82.32,Notstressed
82.2,Notstressed
82.07,Notstressed
81.92,Notstressed
81.78,Notstressed
81.58,Notstressed
81.4,Notstressed
81.22,Notstressed
81.08,Notstressed
80.97,Notstressed
80.9,Notstressed
80.87,Notstressed
80.87,Notstressed
80.95,Notstressed
81.05,Notstressed
78,Stressed
78.5,Stressed
78.67,Stressed
79.25,Stressed
80.2,Stressed
80.67,Stressed
81,Stressed
81.12,Stressed
81.33,Stressed
81.5,Stressed
81.64,Stressed
81.75,Stressed
81.85,Stressed
81.93,Stressed
82,Stressed
82.06,Stressed
82.06,Stressed
82.06,Stressed
82.05,Stressed
82.1,Stressed
81.95,Stressed
81.86,Stressed
81.78,Stressed
81.71,Stressed
81.6,Stressed
81.85,Stressed
81.93,Stressed
82.29,Stressed
82.62,Stressed
82.93,Stressed
83.23,Stressed
83.53,Stressed
83.7,Stressed
83.85,Stressed
83.86,Stressed
83.78,Stressed
83.59,Stressed
83.42,Stressed
83.28,Stressed
83.07,Stressed
82.95,Stressed
82.88,Stressed
82.86,Stressed
82.7,Stressed
82.56,Stressed
82.48,Stressed
82.36,Stressed
82.25,Stressed
82.14,Stressed
82.06,Stressed
81.82,Stressed
81.67,Stressed
81.51,Stressed
81.37,Stressed
81.24,Stressed
81.11,Stressed
80.98,Stressed
80.88,Stressed
80.81,Stressed
80.73,Stressed
80.67,Stressed
80.55,Stressed
80.55,Stressed
80.62,Stressed
80.63,Stressed
80.72,Stressed
80.83,Stressed
80.98,Stressed
81.13,Stressed
81.2,Stressed
81.25,Stressed
81.25,Stressed
81.17,Stressed
81.17,Stressed
81.13,Stressed
81.08,Stressed
81.05,Stressed
81.05,Stressed
81.1,Stressed
81.17,Stressed
81.3,Stressed
81.35,Stressed
81.42,Stressed
81.5,Stressed
81.6,Stressed
81.55,Stressed
81.58,Stressed
81.48,Stressed
81.38,Stressed
81.3,Stressed
81.23,Stressed
81.1,Stressed
81.07,Stressed
81.03,Stressed
81.08,Stressed
81.2,Stressed
81.4,Stressed
81.6,Stressed
81.8,Stressed
82.03,Stressed
82.22,Stressed
82.35,Stressed
82.42,Stressed
82.57,Stressed
82.72,Stressed
82.82,Stressed
82.95,Stressed
83.1,Stressed
83.25,Stressed
83.38,Stressed
83.63,Stressed
83.78,Stressed
83.93,Stressed
84.07,Stressed
84.18,Stressed
84.3,Stressed
84.43,Stressed
