Data,Label
58,Notstressed
62.5,Notstressed
67,Notstressed
67,Notstressed
63.2,Notstressed
80.17,Notstressed
79.71,Notstressed
79.62,Notstressed
79.44,Notstressed
79.3,Notstressed
79.09,Notstressed
78.92,Notstressed
78.69,Notstressed
78.5,Notstressed
78.27,Notstressed
78.12,Notstressed
78,Notstressed
78,Notstressed
78.05,Notstressed
78.15,Notstressed
78.29,Notstressed
78.41,Notstressed
78.52,Notstressed
78.67,Notstressed
78.8,Notstressed
78.92,Notstressed
79.04,Notstressed
79.14,Notstressed
79.24,Notstressed
79.27,Notstressed
79.26,Notstressed
79.25,Notstressed
79.18,Notstressed
79.15,Notstressed
79.11,Notstressed
79.08,Notstressed
79.05,Notstressed
79,Notstressed
78.92,Notstressed
78.82,Notstressed
78.73,Notstressed
78.64,Notstressed
78.56,Notstressed
78.5,Notstressed
78.47,Notstressed
78.43,Notstressed
78.4,Notstressed
78.4,Notstressed
78.37,Notstressed
78.34,Notstressed
78.31,Notstressed
78.29,Notstressed
78.3,Notstressed
78.35,Notstressed
78.44,Notstressed
78.54,Notstressed
78.63,Notstressed
78.71,Notstressed
78.78,Notstressed
78.83,Notstressed
79.22,Notstressed
79.45,Notstressed
79.53,Notstressed
79.78,Notstressed
80.37,Notstressed
79,Notstressed
79.12,Notstressed
79.22,Notstressed
79.35,Notstressed
79.5,Notstressed
79.65,Notstressed
79.8,Notstressed
80,Notstressed
80.18,Notstressed
80.35,Notstressed
80.57,Notstressed
80.75,Notstressed
80.88,Notstressed
81,Notstressed
81.1,Notstressed
81.22,Notstressed
81.23,Notstressed
81.18,Notstressed
81.12,Notstressed
81.05,Notstressed
80.98,Notstressed
80.92,Notstressed
80.85,Notstressed
80.78,Notstressed
80.77,Notstressed
80.82,Notstressed
80.88,Notstressed
81,Notstressed
81.1,Notstressed
81.18,Notstressed
81.32,Notstressed
81.45,Notstressed
81.6,Notstressed
81.77,Notstressed
81.95,Notstressed
82.13,Notstressed
82.35,Notstressed
82.58,Notstressed
82.78,Notstressed
82.97,Notstressed
83.17,Notstressed
83.38,Notstressed
83.58,Notstressed
83.8,Notstressed
84.02,Notstressed
84.2,Notstressed
84.38,Notstressed
84.5,Notstressed
84.53,Notstressed
84.62,Notstressed
84.72,Notstressed
84.83,Notstressed
84.97,Notstressed
85.1,Notstressed
85.15,Notstressed
85.23,Notstressed
85.33,Notstressed
85.45,Notstressed
85.53,Notstressed
85.6,Notstressed
85.65,Notstressed
85.7,Notstressed
85.77,Notstressed
85.85,Notstressed
85.9,Notstressed
85.97,Notstressed
86.03,Notstressed
86.07,Notstressed
86.1,Notstressed
86.2,Notstressed
86.15,Notstressed
86.15,Notstressed
86.2,Notstressed
86.27,Notstressed
86.33,Notstressed
86.38,Notstressed
86.53,Notstressed
86.75,Notstressed
86.95,Notstressed
87.2,Notstressed
87.43,Notstressed
87.65,Notstressed
87.85,Notstressed
88.03,Notstressed
88.18,Notstressed
88.28,Notstressed
88.37,Notstressed
88.47,Notstressed
88.57,Notstressed
88.57,Notstressed
88.52,Notstressed
88.47,Notstressed
88.42,Notstressed
88.37,Notstressed
88.33,Notstressed
88.3,Notstressed
88.25,Notstressed
88.2,Notstressed
88.2,Notstressed
88.22,Notstressed
88.22,Notstressed
88.18,Notstressed
88.12,Notstressed
88.02,Notstressed
88.02,Notstressed
55,Stressed
69,Stressed
106.67,Stressed
94.5,Stressed
90.2,Stressed
86.83,Stressed
84.43,Stressed
83.25,Stressed
82.33,Stressed
81.2,Stressed
80.09,Stressed
79.08,Stressed
78.15,Stressed
77.93,Stressed
78.2,Stressed
78.5,Stressed
78.76,Stressed
79,Stressed
79.16,Stressed
79.35,Stressed
79.57,Stressed
79.73,Stressed
79.83,Stressed
79.92,Stressed
80.04,Stressed
80.19,Stressed
80.33,Stressed
80.5,Stressed
80.72,Stressed
80.73,Stressed
80.77,Stressed
80.88,Stressed
81,Stressed
81.06,Stressed
81.09,Stressed
81.11,Stressed
81.08,Stressed
81.03,Stressed
80.97,Stressed
80.93,Stressed
80.88,Stressed
80.86,Stressed
80.84,Stressed
80.86,Stressed
80.91,Stressed
80.98,Stressed
81.06,Stressed
81.17,Stressed
81.29,Stressed
81.42,Stressed
81.57,Stressed
81.73,Stressed
81.89,Stressed
82.06,Stressed
82.22,Stressed
82.38,Stressed
82.54,Stressed
82.67,Stressed
82.8,Stressed
82.92,Stressed
83.5,Stressed
83.62,Stressed
82.17,Stressed
82.8,Stressed
83.23,Stressed
83.7,Stressed
84.17,Stressed
84.57,Stressed
84.95,Stressed
85.4,Stressed
85.93,Stressed
86.48,Stressed
87.05,Stressed
87.5,Stressed
87.82,Stressed
